time,power_reference.common@sensor_1:VALUE,power_hi.common@sensor_1:VALUE
2025-06-12 15:47:51,359.9266666666667,82.33333333333333
2025-06-12 15:48:51,673.1733333333333,148.0952380952381
2025-06-12 15:49:51,654.8233333333334,144.5333333333333
2025-06-12 15:50:51,634.2188888888888,121.2
2025-06-12 15:51:51,669.6266666666667,138.3333333333333
2025-06-12 15:52:51,228.5733333333333,54.33333333333334
2025-06-12 15:53:51,156.46,54.44444444444444
2025-06-12 15:54:51,653.5333333333334,138.6666666666667
2025-06-12 15:55:51,330.9533333333333,107.3333333333333
2025-06-12 15:56:51,672.85,136.0
2025-06-12 15:57:51,271.0733333333333,63.66666666666666
2025-06-12 15:58:51,156.3922222222222,48.44444444444444
2025-06-12 15:59:51,159.6833333333333,50.11111111111111
2025-06-12 16:00:51,649.6700000000001,139.1111111111111
2025-06-12 16:01:51,256.2633333333333,72.66666666666667
2025-06-12 16:02:51,611.0333333333334,129.7777777777778
2025-06-12 16:03:51,602.6666666666666,125.3968253968254
2025-06-12 16:04:51,593.2244444444444,123.536231884058
2025-06-12 16:05:51,583.35,122.0
2025-06-12 16:06:51,NaN,NaN
2025-06-12 16:07:51,NaN,NaN
2025-06-12 16:08:51,NaN,NaN
2025-06-12 16:09:51,NaN,NaN
2025-06-12 16:10:51,NaN,NaN
2025-06-12 16:11:51,NaN,NaN
2025-06-12 16:12:51,NaN,NaN
2025-06-12 16:13:51,NaN,NaN
2025-06-12 16:14:51,NaN,NaN
